model_slug,model_params_B,dataset,mode,engine,seed,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,latency_reduction_vs_no_cache_pct
gemma4_12b,12.0,xsum,templated,lmcache,456,39.304807,38.125663,40.483951,25.033771,3840,5953.118,19.6702
gemma4_12b,12.0,xsum,templated,lmcache_meritkv,456,39.115978,37.942499,40.289457,25.564341,3842,5933.098,20.0561
gemma4_12b,12.0,xsum,templated,lmcache_no_cache,789,48.925283,47.457525,50.393041,20.438803,0,7706.525,0.0
gemma4_12b,12.0,xsum,templated,lmcache,789,39.307288,38.128069,40.486507,25.035032,3840,5953.399,19.6585
gemma4_12b,12.0,xsum,templated,lmcache_meritkv,789,39.116195,37.942709,40.289681,25.564199,3842,5933.139,20.0491
gemma4_12b,12.0,xsum,templated,lmcache_no_cache,999,48.918558,47.451001,50.386115,20.441612,0,7705.389,0.0
gemma4_12b,12.0,xsum,templated,lmcache,999,39.308852,38.129586,40.488118,25.035828,3840,5953.577,19.6443
gemma4_12b,12.0,xsum,templated,lmcache_meritkv,999,39.117785,37.944251,40.291319,25.56316,3842,5933.32,20.0349
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_no_cache,42,37.016408,35.905916,38.1269,27.014251,0,4671.901,0.0
gemma4_26b_a4b,26.0,ag_news,rag,lmcache,42,30.473046,29.558855,31.387237,32.814918,0,3698.128,17.6769
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_meritkv,42,30.355452,29.444788,31.266116,32.942041,0,3688.138,17.9946
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_no_cache,123,36.76183,35.658975,37.864685,27.201326,0,4648.555,0.0
gemma4_26b_a4b,26.0,ag_news,rag,lmcache,123,30.244055,29.336733,31.151377,32.617647,0,3677.287,17.7297
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_meritkv,123,30.12727,29.223452,31.031088,33.191542,0,3667.347,18.0474
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_no_cache,456,36.758794,35.65603,37.861558,27.203573,0,4648.097,0.0
gemma4_26b_a4b,26.0,ag_news,rag,lmcache,456,30.245961,29.338582,31.15334,32.619289,0,3677.46,17.7178
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_meritkv,456,30.129185,29.225309,31.033061,33.189432,0,3667.521,18.0354
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_no_cache,789,36.519156,35.423581,37.614731,27.382082,0,4617.722,0.0
gemma4_26b_a4b,26.0,ag_news,rag,lmcache,789,30.247867,29.340431,31.155303,32.620931,0,3677.634,17.1726
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_meritkv,789,30.13185,29.227894,31.035806,33.186496,0,3667.76,17.4903
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_no_cache,999,36.750693,35.648172,37.853214,27.20957,0,4646.953,0.0
gemma4_26b_a4b,26.0,ag_news,rag,lmcache,999,30.249069,29.341597,31.156541,32.621966,0,3677.743,17.6912
gemma4_26b_a4b,26.0,ag_news,rag,lmcache_meritkv,999,30.132319,29.228349,31.036289,33.18598,0,3667.807,18.0088
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_no_cache,42,36.901764,35.794711,38.008817,27.0982,0,4624.277,0.0
gemma4_26b_a4b,26.0,ag_news,templated,lmcache,42,30.457433,29.54371,31.371156,32.831768,0,3669.921,17.4635
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_meritkv,42,30.340195,29.429989,31.250401,32.958634,0,3660.033,17.7812
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_no_cache,123,36.648134,35.54869,37.747578,27.285738,0,4601.188,0.0
gemma4_26b_a4b,26.0,ag_news,templated,lmcache,123,30.228559,29.321702,31.135416,32.634395,0,3649.239,17.5168
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_meritkv,123,30.112127,29.208763,31.015491,33.208261,0,3639.4,17.8345
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_no_cache,456,36.645071,35.545719,37.744423,27.288019,0,4600.731,0.0
gemma4_26b_a4b,26.0,ag_news,templated,lmcache,456,30.230465,29.323551,31.137379,32.636038,0,3649.411,17.5047
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_meritkv,456,30.114042,29.210621,31.017463,33.20615,0,3639.573,17.8224
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_no_cache,789,36.846581,35.741184,37.951978,27.138784,0,4625.957,0.0
gemma4_26b_a4b,26.0,ag_news,templated,lmcache,789,30.23237,29.325399,31.139341,32.637681,0,3649.583,17.9507
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_meritkv,789,30.115309,29.21185,31.018768,33.204753,0,3639.691,18.2684
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_no_cache,999,36.636915,35.537808,37.736022,27.294094,0,4599.588,0.0
gemma4_26b_a4b,26.0,ag_news,templated,lmcache,999,30.233571,29.326564,31.140578,32.638717,0,3649.692,17.4778
gemma4_26b_a4b,26.0,ag_news,templated,lmcache_meritkv,999,30.117174,29.213659,31.020689,33.202696,0,3639.856,17.7956
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_no_cache,42,38.500392,37.34538,39.655404,25.972907,0,4860.299,0.0
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache,42,31.746374,30.793983,32.698765,31.498624,256,3853.529,17.5427
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_meritkv,42,31.624404,30.675672,32.573136,31.620108,256,3843.165,17.8595
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_no_cache,123,38.235732,37.08866,39.382804,26.152686,0,4836.026,0.0
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache,123,31.507814,30.56258,32.453048,31.309266,256,3831.812,17.5959
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_meritkv,123,31.386683,30.445083,32.328283,31.859598,256,3821.5,17.9127
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_no_cache,456,38.232546,37.08557,39.379522,26.154865,0,4835.547,0.0
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache,456,31.5098,30.564506,32.455094,31.310842,256,3831.993,17.5838
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_meritkv,456,31.388679,30.447019,32.330339,31.857572,256,3821.682,17.9006
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_no_cache,789,38.442434,37.289161,39.595707,26.012065,0,4862.016,0.0
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache,789,31.511785,30.566431,32.457139,31.312418,256,3832.173,18.0286
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_meritkv,789,31.390001,30.448301,32.331701,31.856229,256,3821.806,18.3454
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_no_cache,999,38.224057,37.077335,39.370779,26.160674,0,4834.348,0.0
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache,999,31.513038,30.567647,32.458429,31.313412,256,3832.287,17.5571
gemma4_26b_a4b,26.0,daily_dialog,rag,lmcache_meritkv,999,31.391943,30.450185,32.333701,31.854259,256,3821.979,17.8739
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_no_cache,42,38.26573,37.117758,39.413702,26.132217,0,4737.322,0.0
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache,42,31.264995,30.327045,32.202945,31.98364,256,3721.756,18.2951
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_meritkv,42,31.143728,30.209416,32.07804,32.108178,256,3711.651,18.612
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_no_cache,123,38.002553,36.862476,39.14263,26.313189,0,4713.647,0.0
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache,123,31.030053,30.099151,31.960955,31.791366,256,3700.782,18.3475
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_meritkv,123,30.90962,29.982331,31.836909,32.351364,256,3690.727,18.6644
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_no_cache,456,37.999416,36.859434,39.139398,26.315361,0,4713.183,0.0
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache,456,31.032008,30.101048,31.962968,31.792967,256,3700.956,18.3356
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_meritkv,456,30.911586,29.984238,31.838934,32.349307,256,3690.903,18.6525
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_no_cache,789,37.751764,36.619211,38.884317,26.487991,0,4682.392,0.0
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache,789,31.033964,30.102945,31.964983,31.794567,256,3701.131,17.7947
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_meritkv,789,30.914324,29.986894,31.841754,32.346442,256,3691.143,18.1116
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_no_cache,999,37.991041,36.85131,39.130772,26.321162,0,4712.023,0.0
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache,999,31.035197,30.104141,31.966253,31.795576,256,3701.241,18.3092
gemma4_26b_a4b,26.0,daily_dialog,templated,lmcache_meritkv,999,30.914801,29.987357,31.842245,32.345942,256,3691.19,18.6261
gemma4_26b_a4b,26.0,dolly,rag,lmcache_no_cache,42,37.673412,36.54321,38.803614,26.543089,0,4694.873,0.0
gemma4_26b_a4b,26.0,dolly,rag,lmcache,42,30.950352,30.021841,31.878863,32.308799,768,3708.695,17.8456
gemma4_26b_a4b,26.0,dolly,rag,lmcache_meritkv,42,30.830656,29.905736,31.755576,32.434234,768,3698.655,18.1634
gemma4_26b_a4b,26.0,dolly,rag,lmcache_no_cache,123,37.206923,36.090715,38.323131,26.875878,0,4645.517,0.0
gemma4_26b_a4b,26.0,dolly,rag,lmcache,123,30.717774,29.796241,31.639307,32.11457,768,3687.794,17.4407
gemma4_26b_a4b,26.0,dolly,rag,lmcache_meritkv,123,30.599558,29.681571,31.517545,32.679187,768,3677.86,17.7584
gemma4_26b_a4b,26.0,dolly,rag,lmcache_no_cache,456,37.411222,36.288885,38.533559,26.729111,0,4670.951,0.0
gemma4_26b_a4b,26.0,dolly,rag,lmcache,456,30.71971,29.798119,31.641301,32.116187,768,3687.968,17.8864
gemma4_26b_a4b,26.0,dolly,rag,lmcache_meritkv,456,30.600847,29.682822,31.518872,32.677811,768,3677.979,18.2041
gemma4_26b_a4b,26.0,dolly,rag,lmcache_no_cache,789,37.408129,36.285885,38.530373,26.731321,0,4670.491,0.0
gemma4_26b_a4b,26.0,dolly,rag,lmcache,789,30.721646,29.799997,31.643295,32.117804,768,3688.142,17.8744
gemma4_26b_a4b,26.0,dolly,rag,lmcache_meritkv,789,30.602793,29.684709,31.520877,32.675733,768,3678.154,18.1921
gemma4_26b_a4b,26.0,dolly,rag,lmcache_no_cache,999,37.402979,36.28089,38.525068,26.735002,0,4669.801,0.0
gemma4_26b_a4b,26.0,dolly,rag,lmcache,999,30.722866,29.80118,31.644552,32.118823,768,3688.252,17.8598
gemma4_26b_a4b,26.0,dolly,rag,lmcache_meritkv,999,30.60403,29.685909,31.522151,32.674413,768,3678.265,18.1776
gemma4_26b_a4b,26.0,dolly,templated,lmcache_no_cache,42,37.765419,36.632456,38.898382,26.478383,0,4491.02,0.0
gemma4_26b_a4b,26.0,dolly,templated,lmcache,42,30.847546,29.92212,31.772972,32.416427,768,3527.264,18.318
gemma4_26b_a4b,26.0,dolly,templated,lmcache_meritkv,42,30.728903,29.807036,31.65077,32.541586,768,3517.768,18.6322
gemma4_26b_a4b,26.0,dolly,templated,lmcache_no_cache,123,37.505634,36.380465,38.630803,26.661787,0,4468.57,0.0
gemma4_26b_a4b,26.0,dolly,templated,lmcache,123,30.615741,29.697269,31.534213,32.221551,768,3507.386,18.3703
gemma4_26b_a4b,26.0,dolly,templated,lmcache_meritkv,123,30.497913,29.582976,31.41285,32.788055,768,3497.937,18.6844
gemma4_26b_a4b,26.0,dolly,templated,lmcache_no_cache,456,37.502546,36.37747,38.627622,26.663983,0,4468.132,0.0
gemma4_26b_a4b,26.0,dolly,templated,lmcache,456,30.61767,29.69914,31.5362,32.223173,768,3507.551,18.3584
gemma4_26b_a4b,26.0,dolly,templated,lmcache_meritkv,456,30.499852,29.584856,31.414848,32.78597,768,3498.103,18.6726
gemma4_26b_a4b,26.0,dolly,templated,lmcache_no_cache,789,37.49946,36.374476,38.624444,26.666177,0,4467.693,0.0
gemma4_26b_a4b,26.0,dolly,templated,lmcache,789,30.6196,29.701012,31.538188,32.224795,768,3507.717,18.3466
gemma4_26b_a4b,26.0,dolly,templated,lmcache_meritkv,789,30.501792,29.586738,31.416846,32.783885,768,3498.269,18.6607
gemma4_26b_a4b,26.0,dolly,templated,lmcache_no_cache,999,37.494309,36.36948,38.619138,26.669841,0,4467.035,0.0
gemma4_26b_a4b,26.0,dolly,templated,lmcache,999,30.620816,29.702192,31.53944,32.225818,768,3507.821,18.3321
gemma4_26b_a4b,26.0,dolly,templated,lmcache_meritkv,999,30.503025,29.587934,31.418116,32.78256,768,3498.375,18.6463
gemma4_26b_a4b,26.0,samsum,rag,lmcache_no_cache,42,41.338579,40.098422,42.578736,24.189725,0,5251.408,0.0
gemma4_26b_a4b,26.0,samsum,rag,lmcache,42,33.793577,32.77977,34.807384,29.5905,2048,4127.823,18.2517
gemma4_26b_a4b,26.0,samsum,rag,lmcache_meritkv,42,33.662829,32.652944,34.672714,29.705431,2049,4116.644,18.568
gemma4_26b_a4b,26.0,samsum,rag,lmcache_no_cache,123,41.054307,39.822678,42.285936,24.357222,0,5225.169,0.0
gemma4_26b_a4b,26.0,samsum,rag,lmcache,123,33.539634,32.533445,34.545823,29.412613,2048,4104.56,18.3042
gemma4_26b_a4b,26.0,samsum,rag,lmcache_meritkv,123,33.409785,32.407491,34.412079,29.930419,2049,4093.437,18.6205
gemma4_26b_a4b,26.0,samsum,rag,lmcache_no_cache,456,41.050909,39.819382,42.282436,24.359238,0,5224.654,0.0
gemma4_26b_a4b,26.0,samsum,rag,lmcache,456,33.541747,32.535495,34.547999,29.414093,2048,4104.754,18.2923
gemma4_26b_a4b,26.0,samsum,rag,lmcache_meritkv,456,33.41191,32.409553,34.414267,29.928516,2049,4093.631,18.6086
gemma4_26b_a4b,26.0,samsum,rag,lmcache_no_cache,789,41.047507,39.816082,42.278932,24.361257,0,5224.138,0.0
gemma4_26b_a4b,26.0,samsum,rag,lmcache,789,33.543861,32.537545,34.550177,29.415574,2048,4104.947,18.2804
gemma4_26b_a4b,26.0,samsum,rag,lmcache_meritkv,789,33.414034,32.411613,34.416455,29.926613,2049,4093.826,18.5967
gemma4_26b_a4b,26.0,samsum,rag,lmcache_no_cache,999,41.041842,39.810587,42.273097,24.364619,0,5223.365,0.0
gemma4_26b_a4b,26.0,samsum,rag,lmcache,999,33.545194,32.538838,34.55155,29.416508,2048,4105.07,18.2659
gemma4_26b_a4b,26.0,samsum,rag,lmcache_meritkv,999,33.415385,32.412923,34.417847,29.925403,2049,4093.95,18.5822
gemma4_26b_a4b,26.0,samsum,templated,lmcache_no_cache,42,40.623333,39.404633,41.842033,24.615609,0,5212.372,0.0
gemma4_26b_a4b,26.0,samsum,templated,lmcache,42,32.907159,31.919944,33.894374,30.387554,1536,4059.915,18.9944
gemma4_26b_a4b,26.0,samsum,templated,lmcache_meritkv,42,32.780265,31.796857,33.763673,30.505186,1536,4048.956,19.3068
gemma4_26b_a4b,26.0,samsum,templated,lmcache_no_cache,123,40.343843,39.133528,41.554158,24.786138,0,5186.311,0.0
gemma4_26b_a4b,26.0,samsum,templated,lmcache,123,32.659877,31.680081,33.639673,30.204875,1536,4037.035,19.0462
gemma4_26b_a4b,26.0,samsum,templated,lmcache_meritkv,123,32.533855,31.557839,33.509871,30.736231,1536,4026.131,19.3586
gemma4_26b_a4b,26.0,samsum,templated,lmcache_no_cache,456,40.340536,39.13032,41.550752,24.788171,0,5185.804,0.0
gemma4_26b_a4b,26.0,samsum,templated,lmcache,456,32.661935,31.682077,33.641793,30.206395,1536,4037.225,19.0345
gemma4_26b_a4b,26.0,samsum,templated,lmcache_meritkv,456,32.535924,31.559846,33.512002,30.734277,1536,4026.322,19.3468
gemma4_26b_a4b,26.0,samsum,templated,lmcache_no_cache,789,40.078642,38.876283,41.281001,24.950149,0,5152.055,0.0
gemma4_26b_a4b,26.0,samsum,templated,lmcache,789,32.663993,31.684073,33.643913,30.207916,1536,4037.416,18.5003
gemma4_26b_a4b,26.0,samsum,templated,lmcache_meritkv,789,32.53729,31.561171,33.513409,30.732986,1536,4026.453,18.8164
gemma4_26b_a4b,26.0,samsum,templated,lmcache_no_cache,999,40.331694,39.121743,41.541645,24.793604,0,5184.533,0.0
gemma4_26b_a4b,26.0,samsum,templated,lmcache,999,32.665291,31.685332,33.64525,30.208875,1536,4037.536,19.0084
gemma4_26b_a4b,26.0,samsum,templated,lmcache_meritkv,999,32.539308,31.563129,33.515487,30.73108,1536,4026.635,19.3208
gemma4_26b_a4b,26.0,xsum,rag,lmcache_no_cache,42,47.566567,46.13957,48.993564,21.022474,0,6436.317,0.0
gemma4_26b_a4b,26.0,xsum,rag,lmcache,42,38.474986,37.320736,39.629236,25.990053,3840,5005.884,19.1134
gemma4_26b_a4b,26.0,xsum,rag,lmcache_meritkv,42,38.326225,37.176438,39.476012,26.090932,3842,4992.336,19.4261
gemma4_26b_a4b,26.0,xsum,rag,lmcache_no_cache,123,47.544309,46.11798,48.970638,21.032316,0,6445.485,0.0
gemma4_26b_a4b,26.0,xsum,rag,lmcache,123,38.185864,37.040288,39.33144,25.83381,3840,4977.673,19.6836
gemma4_26b_a4b,26.0,xsum,rag,lmcache_meritkv,123,38.038945,36.897777,39.180113,26.287978,3842,4964.267,19.9926
gemma4_26b_a4b,26.0,xsum,rag,lmcache_no_cache,456,47.235593,45.818525,48.652661,21.169776,0,6403.531,0.0
gemma4_26b_a4b,26.0,xsum,rag,lmcache,456,38.18827,37.042622,39.333918,25.835111,3840,4977.908,19.1536
gemma4_26b_a4b,26.0,xsum,rag,lmcache_meritkv,456,38.040544,36.899328,39.18176,26.286872,3842,4964.428,19.4664
gemma4_26b_a4b,26.0,xsum,rag,lmcache_no_cache,789,47.231668,45.814718,48.648618,21.171535,0,6402.898,0.0
gemma4_26b_a4b,26.0,xsum,rag,lmcache,789,38.190677,37.044957,39.336397,25.836411,3840,4978.142,19.1418
gemma4_26b_a4b,26.0,xsum,rag,lmcache_meritkv,789,38.042963,36.901674,39.184252,26.285201,3842,4964.664,19.4545
gemma4_26b_a4b,26.0,xsum,rag,lmcache_no_cache,999,47.225141,45.808387,48.641895,21.174461,0,6401.949,0.0
gemma4_26b_a4b,26.0,xsum,rag,lmcache,999,38.192195,37.046429,39.337961,25.837231,3840,4978.29,19.1274
gemma4_26b_a4b,26.0,xsum,rag,lmcache_meritkv,999,38.044501,36.903166,39.185836,26.284138,3842,4964.814,19.4402
gemma4_26b_a4b,26.0,xsum,templated,lmcache_no_cache,42,47.768431,46.335378,49.201484,20.933712,0,6378.048,0.0
gemma4_26b_a4b,26.0,xsum,templated,lmcache,42,38.408829,37.256564,39.561094,26.034914,3840,4931.108,19.5937
gemma4_26b_a4b,26.0,xsum,templated,lmcache_meritkv,42,38.259362,37.111581,39.407143,26.136625,3842,4917.675,19.9066
gemma4_26b_a4b,26.0,xsum,templated,lmcache_no_cache,123,47.439923,46.016725,48.863121,21.078672,0,6346.177,0.0
gemma4_26b_a4b,26.0,xsum,templated,lmcache,123,38.120204,36.976598,39.26381,25.878402,3840,4903.318,19.6453
gemma4_26b_a4b,26.0,xsum,templated,lmcache_meritkv,123,37.971765,36.832612,39.110918,26.334583,3842,4889.953,19.9582
gemma4_26b_a4b,26.0,xsum,templated,lmcache_no_cache,456,47.435997,46.012917,48.859077,21.080417,0,6345.551,0.0
gemma4_26b_a4b,26.0,xsum,templated,lmcache,456,38.122607,36.978929,39.266285,25.879705,3840,4903.549,19.6336
gemma4_26b_a4b,26.0,xsum,templated,lmcache_meritkv,456,37.97418,36.834955,39.113405,26.332908,3842,4890.185,19.9465
gemma4_26b_a4b,26.0,xsum,templated,lmcache_no_cache,789,47.432075,46.009113,48.855037,21.08216,0,6344.926,0.0
gemma4_26b_a4b,26.0,xsum,templated,lmcache,789,38.125009,36.981259,39.268759,25.881007,3840,4903.781,19.6219
gemma4_26b_a4b,26.0,xsum,templated,lmcache_meritkv,789,37.976594,36.837296,39.115892,26.331234,3842,4890.418,19.9348
gemma4_26b_a4b,26.0,xsum,templated,lmcache_no_cache,999,47.425535,46.002769,48.848301,21.085067,0,6343.988,0.0
gemma4_26b_a4b,26.0,xsum,templated,lmcache,999,38.126524,36.982728,39.27032,25.881829,3840,4903.927,19.6076
gemma4_26b_a4b,26.0,xsum,templated,lmcache_meritkv,999,37.97813,36.838786,39.117474,26.330169,3842,4890.566,19.9205
gemma4_31b,31.0,ag_news,rag,lmcache_no_cache,42,70.320837,68.211212,72.430462,14.220258,0,11224.924,0.0
gemma4_31b,31.0,ag_news,rag,lmcache,42,57.566588,55.83959,59.293586,17.370848,0,8835.61,18.1372
gemma4_31b,31.0,ag_news,rag,lmcache_meritkv,42,57.235043,55.517992,58.952094,17.471472,0,8799.989,18.6087
gemma4_31b,31.0,ag_news,rag,lmcache_no_cache,123,69.9417,67.843449,72.039951,14.297342,0,11181.332,0.0
gemma4_31b,31.0,ag_news,rag,lmcache,123,57.219629,55.50304,58.936218,17.287091,0,8795.673,18.1895
gemma4_31b,31.0,ag_news,rag,lmcache_meritkv,123,56.889868,55.183172,58.596564,17.577479,0,8760.19,18.661
gemma4_31b,31.0,ag_news,rag,lmcache_no_cache,456,69.935951,67.837872,72.03403,14.298518,0,11180.236,0.0
gemma4_31b,31.0,ag_news,rag,lmcache,456,57.223229,55.506532,58.939926,17.28796,0,8796.087,18.1777
gemma4_31b,31.0,ag_news,rag,lmcache_meritkv,456,56.893497,55.186692,58.600302,17.576358,0,8760.608,18.6491
gemma4_31b,31.0,ag_news,rag,lmcache_no_cache,789,69.930207,67.832301,72.028113,14.299692,0,11179.141,0.0
gemma4_31b,31.0,ag_news,rag,lmcache,789,57.22683,55.510025,58.943635,17.288829,0,8796.502,18.1658
gemma4_31b,31.0,ag_news,rag,lmcache_meritkv,789,56.897125,55.190211,58.604039,17.575237,0,8761.026,18.6373
gemma4_31b,31.0,ag_news,rag,lmcache_no_cache,999,69.920615,67.822997,72.018233,14.301654,0,11177.497,0.0
gemma4_31b,31.0,ag_news,rag,lmcache,999,57.229101,55.512228,58.945974,17.289378,0,8796.763,18.1513
gemma4_31b,31.0,ag_news,rag,lmcache_meritkv,999,56.899441,55.192458,58.606424,17.574521,0,8761.292,18.6228
gemma4_31b,31.0,ag_news,templated,lmcache_no_cache,42,70.164449,68.059516,72.269382,14.251928,0,11131.807,0.0
gemma4_31b,31.0,ag_news,templated,lmcache,42,57.183911,55.468394,58.899428,17.487063,0,8723.466,18.5002
gemma4_31b,31.0,ag_news,templated,lmcache_meritkv,42,56.853084,55.147491,58.558677,17.58882,0,8688.138,18.9717
gemma4_31b,31.0,ag_news,templated,lmcache_no_cache,123,68.953726,66.885114,71.022338,14.50217,0,10956.309,0.0
gemma4_31b,31.0,ag_news,templated,lmcache,123,56.839258,55.13408,58.544436,17.402746,0,8684.036,17.569
gemma4_31b,31.0,ag_news,templated,lmcache_meritkv,123,56.510213,54.814907,58.205519,17.695538,0,8648.845,18.0462
gemma4_31b,31.0,ag_news,templated,lmcache_no_cache,456,69.780407,67.686995,71.873819,14.330364,0,11087.488,0.0
gemma4_31b,31.0,ag_news,templated,lmcache,456,56.842835,55.13755,58.54812,17.403621,0,8684.445,18.5404
gemma4_31b,31.0,ag_news,templated,lmcache_meritkv,456,56.513817,54.818402,58.209232,17.69441,0,8649.258,19.0119
gemma4_31b,31.0,ag_news,templated,lmcache_no_cache,789,69.32746,67.247636,71.407284,14.423991,0,11015.345,0.0
gemma4_31b,31.0,ag_news,templated,lmcache,789,56.846412,55.14102,58.551804,17.404496,0,8684.854,18.003
gemma4_31b,31.0,ag_news,templated,lmcache_meritkv,789,56.515588,54.82012,58.211056,17.693855,0,8649.474,18.4802
gemma4_31b,31.0,ag_news,templated,lmcache_no_cache,999,69.765113,67.67216,71.858066,14.333506,0,11084.772,0.0
gemma4_31b,31.0,ag_news,templated,lmcache,999,56.848667,55.143207,58.554127,17.405048,0,8685.112,18.5142
gemma4_31b,31.0,ag_news,templated,lmcache_meritkv,999,56.519722,54.82413,58.215314,17.692561,0,8649.934,18.9857
gemma4_31b,31.0,daily_dialog,rag,lmcache_no_cache,42,76.144459,73.860125,78.428793,13.132659,0,12102.139,0.0
gemma4_31b,31.0,daily_dialog,rag,lmcache,42,62.633496,60.754491,64.512501,15.965566,256,9571.878,17.7439
gemma4_31b,31.0,daily_dialog,rag,lmcache_meritkv,42,62.27117,60.403035,64.139305,16.058462,256,9533.118,18.2197
gemma4_31b,31.0,daily_dialog,rag,lmcache_no_cache,123,75.734321,73.462291,78.006351,13.203779,0,12055.204,0.0
gemma4_31b,31.0,daily_dialog,rag,lmcache,123,62.255998,60.388318,64.123678,15.888585,256,9528.613,17.7968
gemma4_31b,31.0,daily_dialog,rag,lmcache_meritkv,123,61.895624,60.038755,63.752493,16.155895,256,9490.003,18.2727
gemma4_31b,31.0,daily_dialog,rag,lmcache_no_cache,456,75.728006,73.456166,77.999846,13.20488,0,12054.008,0.0
gemma4_31b,31.0,daily_dialog,rag,lmcache,456,62.259915,60.392118,64.127712,15.889384,256,9529.062,17.7848
gemma4_31b,31.0,daily_dialog,rag,lmcache_meritkv,456,61.899572,60.042585,63.756559,16.154865,256,9490.456,18.2607
gemma4_31b,31.0,daily_dialog,rag,lmcache_no_cache,789,75.721696,73.450045,77.993347,13.20598,0,12052.813,0.0
gemma4_31b,31.0,daily_dialog,rag,lmcache,789,62.263833,60.395918,64.131748,15.890183,256,9529.511,17.7728
gemma4_31b,31.0,daily_dialog,rag,lmcache_meritkv,789,61.903519,60.046413,63.760625,16.153835,256,9490.908,18.2486
gemma4_31b,31.0,daily_dialog,rag,lmcache_no_cache,999,75.7112,73.439864,77.982536,13.207811,0,12051.022,0.0
gemma4_31b,31.0,daily_dialog,rag,lmcache,999,62.266304,60.398315,64.134293,15.890687,256,9529.794,17.7581
gemma4_31b,31.0,daily_dialog,rag,lmcache_meritkv,999,61.90604,60.048859,63.763221,16.153177,256,9491.197,18.234
gemma4_31b,31.0,daily_dialog,templated,lmcache_no_cache,42,74.601695,72.363644,76.839746,13.404226,0,11851.72,0.0
gemma4_31b,31.0,daily_dialog,templated,lmcache,42,60.80524,58.981083,62.629397,16.445589,256,9288.388,18.4935
gemma4_31b,31.0,daily_dialog,templated,lmcache_meritkv,42,60.450134,58.63663,62.263638,16.542196,256,9250.417,18.9695
gemma4_31b,31.0,daily_dialog,templated,lmcache_no_cache,123,74.199613,71.973625,76.425601,13.476863,0,11805.715,0.0
gemma4_31b,31.0,daily_dialog,templated,lmcache,123,60.438761,58.625598,62.251924,16.366294,256,9246.404,18.5457
gemma4_31b,31.0,daily_dialog,templated,lmcache_meritkv,123,60.08557,58.283003,61.888137,16.642565,256,9208.58,19.0217
gemma4_31b,31.0,daily_dialog,templated,lmcache_no_cache,456,74.193483,71.967679,76.419287,13.477976,0,11804.553,0.0
gemma4_31b,31.0,daily_dialog,templated,lmcache,456,60.442564,58.629287,62.255841,16.367116,256,9246.84,18.5339
gemma4_31b,31.0,daily_dialog,templated,lmcache_meritkv,456,60.089402,58.28672,61.892084,16.641503,256,9209.02,19.0099
gemma4_31b,31.0,daily_dialog,templated,lmcache_no_cache,789,74.187359,71.961738,76.41298,13.479089,0,11803.392,0.0
